Zipcode,Total Population 2016,Total Population 2016 Margin of Error,Total Unemployment 2016,Total Unemployment 2016 margin of Error,Age Group 16-19 2016,Age Group 16-19 2016 Margin of Error,Age Group 16-19 2016 Unemployment,Age Group 16-19 2016 Unemployment Margin of Error,Age Group 20-24 2016,Age Group 20-24 2016 Margin of Error,Age Group 20-24 2016 Unemployment,Age Group 20-24 2016 Unemployment Margin of Error,Age Group 25-29 2016,Age Group 25-29 2016 Margin of Error,Age Group 25-29 2016 Unemployment,Age Group 25-29 2016 Unemployment Margin of Error,Age Group 30-34 2016,Age Group 30-34 2016 Margin of Error,Age Group 30-34 2016 Unemployment,Age Group 30-34 2016 Unemployment Margin of Error,Age Group 35-44 2016,Age Group 35-44 2016 Margin of Error,Age Group 35-44 2016 Unemployment,Age Group 35-44 2016 Unemployment Margin of Error,Age Group 45-54 2016,Age Group 45-54 2016 Margin of Error,Age Group 45-54 2016 Unemployment,Age Group 45-54 2016 Unemployment Margin of Error,Age Group 55-64 2016,Age Group 55-64 2016 Margin of Error,Age Group 55-64 2016 Unemployment,Age Group 55-64 2016 Unemployment Margin of Error,Age Group 60-64 2016,Age Group 60-64 2016 Margin of Error,Age Group 60-64 2016 Unemployment,Age Group 60-64 2016 Unemployment Margin of Error,Age Group 65-74 2016,Age Group 65-74 2016 Margin of Error,Age Group 65-74 2016 Unemployment,Age Group 65-74 2016 Unemployment Margin of Error,Age Group 75+ 2016,Age Group 75+ 2016 Margin of Error,Age Group 75+ 2016 Unemployment,Age Group 75+ 2016 Unemployment Margin of Error
81521,12320,579,9.2,3.5,1199,283,25.7,15,685,221,24.2,21.4,733,263,19.1,16.5,1098,283,8.5,13.1,2416,451,5,3.7,2066,360,6.7,4.9,871,187,0,3.7,934,287,7.2,10.7,1320,280,0,8,998,207,0,50.4
81522,20,36,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,10,18,-,**,10,18,-,**,0,11,-,**
81523,1068,307,11.1,10.3,20,33,-,**,38,30,0,46.2,0,11,-,**,0,11,-,**,212,200,0,19.3,145,97,0,20.6,173,104,9.2,15.8,234,107,5.9,11.5,221,164,66.7,44.4,25,21,-,**
81524,1670,503,6.6,5.9,194,142,17.5,39.3,37,60,0,46.8,58,62,0,42.5,45,42,0,53.8,335,298,6.1,12.8,322,158,7.7,12.9,213,117,4.5,7.3,172,109,0,35.3,198,122,0,69.1,96,67,0,73.6
81525,755,227,18.2,13.5,64,67,0,45.1,11,19,-,**,129,158,45.9,26.6,37,50,0,79,188,130,19.9,37.5,114,62,15.8,22.5,54,57,0,38.8,44,51,0,50.4,53,68,-,**,61,66,0,55.9
81526,4406,317,4.5,1.9,298,97,16.4,19.4,167,65,16,14.9,348,118,5.5,7.6,322,119,3,4.3,572,144,7,4.9,875,142,2.1,3,486,120,1.9,2.6,363,110,3.5,5,497,92,4,6.1,478,120,0,45.6
81527,1511,280,1.1,2,79,60,0,71.2,76,72,0,39.1,88,75,0,31.1,96,93,0,36.3,183,118,0,17.9,228,105,0,17,219,136,4.6,9.8,144,108,0,31.1,339,135,0,25.1,59,64,0,95
81601,12606,563,5.5,1.8,818,191,13.6,12.2,1386,268,6.2,6.9,944,209,7.3,5.7,970,193,5,3.7,2174,266,3.3,3.2,2274,267,6.5,4.2,1173,215,1.8,2.1,1220,233,6.8,6.9,957,163,5.1,5.7,690,129,0,20.7
81610,282,81,16.8,12.3,5,8,0,100,28,23,54.5,32.5,31,25,22.2,43.1,31,21,0,60.7,29,24,46.7,39.2,39,25,10.7,16.4,11,11,0,100,55,34,0,50.4,36,21,0,100,17,12,-,**
81611,8559,368,6.9,2.4,329,108,2.3,5.4,487,167,19.4,20.8,917,168,14.8,8.9,928,163,1,1.8,1233,257,7.2,5.6,1636,213,3.6,2.9,656,169,4.8,6.5,659,169,5.8,7,1113,184,10.4,10.2,601,115,0,23.7
81612,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**
81615,2654,121,3.7,6,179,126,0,69.1,269,157,0,10.5,286,179,0,9.9,74,84,0,32,623,306,13.1,21,459,184,0,8,136,97,0,24.7,272,165,0,14.4,308,172,0,12.6,48,69,-,**
81620,8925,642,1.8,1.4,593,188,19.6,31,955,291,5.6,6.1,1293,375,0,2.6,1498,381,0.6,1,1939,414,0,1.8,1160,329,3,3.6,673,239,0,4.9,268,120,0,16.8,307,131,0,17.7,239,143,0,45.6
81621,4783,565,4.6,2.6,258,111,0,30,234,133,28.6,28.5,190,97,0,17.1,388,191,0,8.4,910,249,1.7,2.5,963,240,4,5.7,650,255,1.8,3,508,158,6.1,9.4,546,181,3.4,6,136,75,33.3,42.4
81623,12085,749,3.8,1.4,830,241,1.4,2.5,465,187,4.6,6.7,1159,296,3.7,3.9,1423,300,1.3,2.1,2328,416,3.2,3.5,2100,399,5.2,4.3,919,203,6.7,5.2,963,188,5.3,5.9,1282,200,1.3,1.7,616,151,0,34.9
81624,1173,238,7.6,4.4,231,226,3.1,13.6,58,45,0,53.8,80,46,5,11,83,44,0,31.1,136,56,6.2,14,166,65,11.8,9.4,65,34,6.3,9.4,109,40,11.7,10.7,142,40,29.3,34.9,103,39,0,100
81625,9518,141,4.4,1.4,571,113,26,22.3,747,102,7,7.2,754,86,5.9,7.1,843,112,3.8,3.5,1589,114,4.8,3.6,1711,112,1.7,1.5,909,146,2.3,2.4,854,138,1.4,2.5,989,80,3.7,4.3,551,32,0,48.9
81630,670,117,12.2,5.2,53,46,47.8,51.6,21,15,28.6,33,38,20,20.6,18,28,17,45.8,36.9,93,33,7.9,10.5,149,57,6.9,9,71,23,3.7,5.5,75,34,0,42.5,65,20,0,73.6,77,32,0,90.1
81631,6005,541,4.8,3.9,307,159,0,26.3,78,69,62.5,62.5,682,307,0,5.1,498,238,24.4,22.4,1248,246,3.4,5.7,1290,369,0,2.4,640,187,0,5,439,190,13.5,21.5,508,181,0,10.7,315,119,-,**
81632,7412,742,3.1,2,318,154,16.4,24.3,819,292,12.1,11.9,655,258,0,5.3,775,253,0,4.2,1586,346,0,2.1,1513,367,4.6,3.8,576,162,2.3,4.2,441,146,0,9.6,632,158,0,11.2,97,63,0,58.2
81633,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**
81635,5051,471,4,2,504,157,12.7,18.4,272,166,0,11,352,142,17.8,15.5,366,136,3.4,5,762,230,0.5,0.8,841,218,1.2,1.9,660,247,0,6.2,345,132,11.9,12.3,558,124,7.9,12.9,391,100,0,69.1
81637,6603,393,3.4,2.3,285,136,0,26.8,461,158,9.5,12.4,616,289,7.4,12.1,674,301,4.6,6.8,1199,272,1.2,2,1632,403,0,2,662,266,7.8,12.1,517,206,3.2,6.6,427,228,0,17.5,130,86,0,95
81638,136,59,0,22.5,0,11,-,**,3,5,0,100,0,11,-,**,19,19,0,65.4,11,12,0,85.9,23,21,0,67.2,18,19,0,67.2,30,28,0,55.9,24,20,0,69.1,8,12,0,100
81639,1771,236,1.8,1.3,213,86,12.9,15.9,78,59,2.8,5,89,45,0,31.7,130,49,3.5,4.9,282,79,2,3,351,100,0,9.4,261,85,0,12.8,170,66,0,30,112,49,0,85.9,85,33,0,100
81640,92,41,0,45.1,0,11,-,**,5,9,0,100,4,10,0,100,0,11,-,**,0,11,-,**,17,15,0,69.1,14,14,-,**,11,12,0,100,28,24,-,**,13,16,0,100
81641,2936,174,6.1,3.6,204,61,19.4,23.8,244,94,0,12.7,182,62,0,18.2,242,74,0,13.8,447,104,15.5,16.9,489,69,1,1.8,304,83,6.7,8.1,231,77,18.7,20.2,355,50,0,15.5,238,55,15.8,28.6
81642,83,105,0,38.1,0,11,-,**,27,34,-,**,0,11,-,**,0,11,-,**,0,11,-,**,15,20,0,73.6,0,11,-,**,0,11,-,**,41,54,0,44.5,0,11,-,**
81643,639,136,3.9,4.3,27,22,0,71.2,39,30,0,45.6,5,7,0,100,5,7,0,100,63,47,0,41.6,167,51,0,18.8,78,35,0,37.7,91,39,15.6,22.5,62,32,35.3,40.4,102,57,0,60.7
81645,979,176,2.5,2.1,16,17,-,**,74,54,0,33.6,47,32,10.6,19.2,167,77,0,19.3,193,62,5.3,7.7,287,159,2.2,3.6,60,33,0,40.3,36,26,0,47.5,85,46,0,47.5,14,16,-,**
81646,153,66,0,32.7,4,6,-,**,4,6,0,100,0,11,-,**,7,10,-,**,43,42,0,47.5,19,30,0,95,0,11,-,**,0,11,-,**,30,35,-,**,46,43,0,59.4
81647,5331,451,4.2,2.4,389,152,13,21.6,270,179,0,14.1,488,195,0,7.4,564,201,0,7.8,1183,258,6.3,7.3,865,271,9.7,7.4,705,226,0,4.4,370,133,0,10,333,117,0,26.3,164,70,0,100
81648,2224,181,1.8,1.6,241,62,0,24.9,244,81,0,21.3,238,62,1.5,2.8,179,65,0,18.7,333,82,4.7,6.9,348,73,1.1,1.9,163,70,0,25.5,168,56,0,24.1,175,48,15.6,23.9,135,54,-,**
81649,185,51,0,17.8,5,8,-,**,4,6,-,**,15,10,0,82.3,11,11,0,95,59,27,0,38.8,47,30,0,43,11,12,0,85.9,15,13,0,73.6,9,7,0,100,9,9,-,**
81650,9637,539,10.5,3,578,180,50,20,833,216,30.6,24.2,899,280,1.9,3,980,237,1.9,3.4,2013,272,9.7,5.3,1783,328,7.9,4.7,672,198,8.2,11.4,672,187,2,2.9,835,161,4.2,5,372,153,0,31.4
81652,3802,375,8,3.2,317,117,18,17.5,223,110,38.8,25.8,302,86,0,10.6,290,102,1.6,2.8,655,152,11.2,8.2,807,197,3.2,2.5,307,104,5.8,7,388,108,0,11.7,327,86,12.6,13.9,186,96,0,79
81653,26,24,0,65.4,0,11,-,**,0,11,-,**,7,11,0,100,12,19,0,82.3,0,11,-,**,0,11,-,**,7,12,-,**,0,11,-,**,0,11,-,**,0,11,-,**
81654,1280,306,4,6,50,63,0,49.6,75,81,72.4,53,324,139,0,8.8,134,116,0,19.9,59,57,0,37,131,85,0,23.9,207,150,0,14.2,187,116,0,22.5,106,73,0,55.9,7,10,0,100
81655,28,44,0,53.8,0,11,-,**,0,11,-,**,0,11,-,**,16,25,0,71.2,12,20,0,82.3,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**
81656,201,112,0,21,13,22,-,**,0,11,-,**,0,11,-,**,0,11,-,**,30,49,0,52,19,31,-,**,74,66,0,32,0,11,-,**,48,32,0,76.1,17,28,0,100
81657,4987,197,1.3,1.1,187,146,0,52.9,391,148,2.3,3.6,818,244,3.1,4.6,326,140,0,10.5,944,207,0,3.4,733,212,2.9,3.6,395,191,0,8.1,488,137,0,8.4,508,131,0,12.3,197,79,0,47.5
82063,150,144,0,19,25,42,0,57,32,53,0,50.4,8,11,0,100,7,10,0,100,24,39,0,58.2,24,40,0,58.2,14,15,0,76.1,7,10,0,100,5,7,-,**,4,9,-,**
84035,218,121,0,23.5,0,11,-,**,15,22,0,70.4,69,72,0,37.4,0,11,-,**,20,30,-,**,16,25,-,**,25,40,-,**,33,51,0,47.5,24,41,-,**,16,24,-,**
84078,20901,369,5.3,1.8,1835,172,10.4,7,1980,95,6.8,4.6,2138,117,7.6,5.1,2770,125,8.6,7.9,3882,176,3.5,2.9,2977,140,0.9,0.9,1367,204,4.6,4.1,1227,237,1.4,2.1,1513,91,5.9,5.4,1212,63,0,27.8
84535,2294,233,6.5,4.3,182,95,0,34.4,221,83,10.5,16.8,163,73,18.4,18.4,208,72,35.8,27.3,358,88,3.5,6.1,240,69,0,15.7,208,93,0,14.1,179,82,0,18.8,297,84,0,21.4,238,55,0,61
87512,65,105,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,27,43,-,**,38,63,-,**
87524,48,53,0,46.2,26,44,0,55.9,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,12,18,0,82.3,0,11,-,**,10,16,-,**,0,11,-,**
